month,country,residential_price_index,perc_change_prev,perc_change_yoy
2012-02-01,ES,101.2,0.3,0.0
2012-02-01,FI,96.7,0.3,3.1
2012-02-01,IE,97.4,0.1,0.8
2012-02-01,LT,88.9,0.5,4.7
2012-02-01,NL,97.3,0.2,2.6
2012-02-01,NO,90.8,0.3,3.4
2012-02-01,PL,103.8,0.1,1.8
2012-02-01,PT,96.3,-0.5,0.4
2012-03-01,AT,94.8,-1.4,1.5
2012-03-01,ES,101.3,0.1,0.2
2012-03-01,FI,97.5,0.8,3.2
2012-03-01,IE,97.6,0.2,1.3
2012-03-01,LT,88.4,-0.6,4.6
2012-03-01,NL,97.4,0.1,2.7
2012-03-01,NO,91.0,0.2,3.2
2012-03-01,PL,103.7,-0.1,1.5
2012-03-01,PT,96.3,0.0,0.2
2012-04-01,AT,94.7,-0.1,1.5
2012-04-01,ES,101.2,-0.1,-0.3
2012-04-01,FI,97.4,-0.1,2.6
2012-04-01,IE,98.0,0.4,1.7
2012-04-01,LT,89.7,1.5,2.7
2012-04-01,NL,97.6,0.2,2.4
2012-04-01,NO,91.3,0.3,3.3
2012-04-01,PL,103.6,-0.1,1.2
2012-04-01,PT,96.6,0.3,0.5
2012-05-01,AT,96.2,1.6,2.7
2012-05-01,ES,101.4,0.2,-0.1
2012-05-01,FI,97.6,0.2,2.3
2012-05-01,IE,98.2,0.2,1.7
2012-05-01,LT,89.9,0.2,2.0
2012-05-01,NL,97.6,0.0,2.4
2012-05-01,NO,91.5,0.2,2.9
2012-05-01,PL,103.5,-0.1,0.7
2012-05-01,PT,96.4,-0.2,0.0
2012-06-01,AT,95.9,-0.3,2.5
2012-06-01,ES,101.5,0.1,-0.2
2012-06-01,FI,97.8,0.2,2.3
2012-06-01,IE,98.2,0.0,1.6
2012-06-01,LT,91.1,1.3,2.2
2012-06-01,NL,97.7,0.1,2.4
2012-06-01,NO,91.6,0.1,2.8
2012-06-01,PL,103.4,-0.1,0.5
2012-06-01,PT,96.7,0.3,0.8
2012-07-01,AT,95.8,-0.1,2.2
2012-07-01,ES,101.0,-0.5,-0.8
2012-07-01,FI,97.8,0.0,2.2
2012-07-01,IE,98.5,0.3,1.9
2012-07-01,LT,91.8,0.8,2.1
2012-07-01,NL,97.6,-0.1,2.0
2012-07-01,NO,91.7,0.1,2.9
2012-07-01,PL,103.1,-0.3,0.1
2012-07-01,PT,97.3,0.6,0.9
2012-08-01,AT,95.9,0.1,2.0
2012-08-01,ES,100.8,-0.2,-0.9
2012-08-01,FI,97.9,0.1,2.2
2012-08-01,IE,98.5,0.0,1.5
2012-08-01,LT,91.6,-0.2,2.2
2012-08-01,NL,98.0,0.4,2.4
2012-08-01,NO,92.1,0.4,3.3
2012-08-01,PL,103.0,-0.1,-0.2
2012-08-01,PT,97.1,-0.2,0.8
2012-09-01,AT,96.0,0.1,2.2
2012-09-01,ES,100.6,-0.2,-1.0
2012-09-01,FI,98.0,0.1,2.1
2012-09-01,IE,98.2,-0.3,1.1
2012-09-01,LT,92.7,1.2,3.6
2012-09-01,NL,97.9,-0.1,2.3
2012-09-01,NO,92.1,0.0,3.3
2012-09-01,PL,102.9,-0.1,-0.4
2012-09-01,PT,97.1,0.0,0.6
2012-10-01,AT,96.0,0.0,2.3
2012-10-01,ES,100.5,-0.1,-0.6
2012-10-01,FI,98.0,0.0,2.4
2012-10-01,IE,98.3,0.1,1.3
2012-10-01,LT,91.9,-0.9,1.8
2012-10-01,NL,97.8,-0.1,2.2
2012-10-01,NO,92.4,0.3,3.1
2012-10-01,PL,102.7,-0.2,-0.6
2012-10-01,PT,97.1,0.0,0.5
2012-11-01,AT,96.1,0.1,2.7
2012-11-01,ES,100.4,-0.1,-0.4
2012-11-01,FI,97.8,-0.2,1.9
2012-11-01,IE,98.4,0.1,1.3
2012-11-01,LT,92.4,0.5,3.1
2012-11-01,NL,97.8,0.0,2.2
2012-11-01,NO,92.8,0.4,3.0
2012-11-01,PL,102.6,-0.1,-0.9
2012-11-01,PT,97.4,0.3,1.0
2012-12-01,AT,96.2,0.1,2.7
2012-12-01,ES,100.4,0.0,-0.2
2012-12-01,FI,97.8,0.0,1.9
2012-12-01,IE,98.6,0.2,1.4
2012-12-01,LT,92.8,0.4,3.9
2012-12-01,NL,97.7,-0.1,2.0
2012-12-01,NO,92.8,0.0,2.9
2012-12-01,PL,102.5,-0.1,-1.2
2012-12-01,PT,97.5,0.1,1.1
2013-01-01,AT,96.7,0.5,2.2
2013-01-01,ES,100.4,0.0,-0.5
2013-01-01,FI,98.1,0.3,1.8
2013-01-01,IE,98.6,0.0,1.3
2013-01-01,LT,93.0,0.2,5.1
2013-01-01,NL,97.8,0.1,0.7
2013-01-01,NO,93.3,0.5,3.1
2013-01-01,PL,102.3,-0.2,-1.4
2013-01-01,PT,98.1,0.6,1.3
2013-02-01,AT,97.0,0.3,0.9
2013-02-01,ES,100.6,0.2,-0.6
2013-02-01,FI,98.3,0.2,1.7
2013-02-01,IE,98.6,0.0,1.2
2013-02-01,LT,93.1,0.1,4.7
2013-02-01,NL,98.0,0.2,0.7
2013-02-01,NO,93.5,0.2,3.0
2013-02-01,PL,102.2,-0.1,-1.5
2013-02-01,PT,98.0,-0.1,1.8
2013-03-01,AT,96.8,-0.2,2.1
2013-03-01,ES,101.9,1.3,0.6
2013-03-01,FI,98.5,0.2,1.0
2013-03-01,IE,98.7,0.1,1.1
2013-03-01,LT,92.5,-0.6,4.6
2013-03-01,NL,98.0,0.0,0.6
2013-03-01,NO,93.5,0.0,2.7
2013-03-01,PL,102.1,-0.1,-1.5
2013-03-01,PT,98.2,0.2,2.0
2013-04-01,AT,96.7,-0.1,2.1
2013-04-01,ES,101.5,-0.4,0.3
2013-04-01,FI,98.7,0.2,1.3
2013-04-01,IE,98.7,0.0,0.7
2013-04-01,LT,93.0,0.5,3.7
2013-04-01,NL,97.9,-0.1,0.3
2013-04-01,NO,93.7,0.2,2.6
2013-04-01,PL,102.0,-0.1,-1.5
2013-04-01,PT,98.1,-0.1,1.6
2013-05-01,AT,97.8,1.1,1.7
2013-05-01,ES,101.5,0.0,0.1
2013-05-01,FI,98.8,0.1,1.2
2013-05-01,IE,98.7,0.0,0.5
2013-05-01,LT,94.0,1.1,4.6
2013-05-01,NL,97.9,0.0,0.3
2013-05-01,NO,94.2,0.5,3.0
2013-05-01,PL,101.9,-0.1,-1.5
2013-05-01,PT,98.1,0.0,1.8
2013-06-01,AT,97.7,-0.1,1.9
2013-06-01,ES,101.1,-0.4,-0.4
2013-06-01,FI,98.7,-0.1,0.9
2013-06-01,IE,98.9,0.2,0.7
2013-06-01,LT,96.4,2.6,5.8
2013-06-01,NL,97.8,-0.1,0.1
2013-06-01,NO,94.2,0.0,2.8
2013-06-01,PL,101.7,-0.2,-1.6
2013-06-01,PT,98.0,-0.1,1.3
2013-07-01,AT,97.6,-0.1,1.9
2013-07-01,ES,101.0,-0.1,0.0
2013-07-01,FI,98.5,-0.2,0.7
2013-07-01,IE,98.9,0.0,0.4
2013-07-01,LT,95.3,-1.1,3.8
2013-07-01,NL,97.6,-0.2,0.0
2013-07-01,NO,94.4,0.2,2.9
2013-07-01,PL,101.5,-0.2,-1.6
2013-07-01,PT,98.3,0.3,1.0
2013-08-01,AT,97.6,0.0,1.8
2013-08-01,ES,101.3,0.3,0.5
2013-08-01,FI,98.5,0.0,0.6
2013-08-01,IE,99.0,0.1,0.5
2013-08-01,LT,96.1,0.8,4.9
2013-08-01,NL,97.7,0.1,-0.3
2013-08-01,NO,94.9,0.5,3.0
2013-08-01,PL,101.4,-0.1,-1.6
2013-08-01,PT,98.1,-0.2,1.0
2013-09-01,AT,97.6,0.0,1.7
2013-09-01,ES,101.3,0.0,0.7
2013-09-01,FI,98.4,-0.1,0.4
2013-09-01,IE,99.0,0.0,0.8
2013-09-01,LT,96.5,0.4,4.1
2013-09-01,NL,97.6,-0.1,-0.3
2013-09-01,NO,94.8,-0.1,2.9
2013-09-01,PL,101.3,-0.1,-1.6
2013-09-01,PT,98.2,0.1,1.1
2013-10-01,AT,97.6,0.0,1.7
2013-10-01,ES,101.4,0.1,0.9
2013-10-01,FI,98.4,0.0,0.4
2013-10-01,IE,99.3,0.3,1.0
2013-10-01,LT,95.5,-1.0,3.9
2013-10-01,NL,97.6,0.0,-0.2
2013-10-01,NO,95.0,0.2,2.8
2013-10-01,PL,101.2,-0.1,-1.5
2013-10-01,PT,98.2,0.0,1.1
2013-11-01,AT,97.7,0.1,1.7
2013-11-01,ES,101.4,0.0,1.0
2013-11-01,FI,98.6,0.2,0.8
2013-11-01,IE,99.4,0.1,1.0
2013-11-01,LT,96.4,0.9,4.3
2013-11-01,NL,97.7,0.1,-0.1
2013-11-01,NO,95.4,0.4,2.8
2013-11-01,PL,101.0,-0.2,-1.6
2013-11-01,PT,98.1,-0.1,0.7
2013-12-01,AT,97.7,0.0,1.6
2013-12-01,ES,101.3,-0.1,0.9
2013-12-01,FI,98.5,-0.1,0.7
2013-12-01,IE,98.5,-0.9,-0.1
2013-12-01,LT,96.9,0.5,4.4
2013-12-01,NL,97.7,0.0,0.0
2013-12-01,NO,95.5,0.1,2.9
2013-12-01,PL,100.9,-0.1,-1.6
2013-12-01,PT,98.1,0.0,0.6
2014-01-01,AT,97.7,0.0,1.0
2014-01-01,ES,101.4,0.1,1.0
2014-01-01,FI,99.1,0.6,1.0
2014-01-01,IE,98.5,0.0,-0.1
2014-01-01,LT,97.2,0.3,4.5
2014-01-01,NL,98.6,0.9,0.8
2014-01-01,NO,95.7,0.2,2.6
2014-01-01,PL,100.8,-0.1,-1.5
2014-01-01,PT,98.5,0.4,0.4
2014-02-01,AT,97.7,0.0,0.7
2014-02-01,ES,101.3,-0.1,0.7
2014-02-01,FI,99.1,0.0,0.8
2014-02-01,IE,98.9,0.4,0.3
2014-02-01,LT,96.7,-0.5,3.9
2014-02-01,NL,98.5,-0.1,0.5
2014-02-01,NO,96.3,0.6,3.0
2014-02-01,PL,100.7,-0.1,-1.5
2014-02-01,PT,98.6,0.1,0.6
2014-03-01,AT,97.7,0.0,0.9
2014-03-01,ES,101.3,0.0,-0.6
2014-03-01,FI,99.4,0.3,0.9
2014-03-01,IE,98.8,-0.1,0.1
2014-03-01,LT,96.6,-0.1,4.4
2014-03-01,NL,98.5,0.0,0.5
2014-03-01,NO,96.3,0.0,3.0
2014-03-01,PL,100.6,-0.1,-1.5
2014-03-01,PT,98.7,0.1,0.5
2014-04-01,AT,97.7,0.0,1.0
2014-04-01,ES,101.4,0.1,-0.1
2014-04-01,FI,98.9,-0.5,0.2
2014-04-01,IE,99.0,0.2,0.3
2014-04-01,LT,96.9,0.3,4.2
2014-04-01,NL,98.5,0.0,0.6
2014-04-01,NO,97.3,1.0,3.8
2014-04-01,PL,100.5,-0.1,-1.5
2014-04-01,PT,98.9,0.2,0.8
2014-05-01,AT,98.8,1.1,1.0
2014-05-01,ES,101.5,0.1,0.0
2014-05-01,FI,99.5,0.6,0.7
2014-05-01,IE,99.6,0.6,0.9
2014-05-01,LT,97.6,0.7,3.8
2014-05-01,NL,98.5,0.0,0.6
2014-05-01,NO,97.6,0.3,3.6
2014-05-01,PL,100.6,0.1,-1.3
2014-05-01,PT,98.6,-0.3,0.5
2014-06-01,AT,98.7,-0.1,1.0
2014-06-01,ES,101.4,-0.1,0.3
2014-06-01,FI,99.6,0.1,0.9
2014-06-01,IE,99.7,0.1,0.8
2014-06-01,LT,98.8,1.2,2.5
2014-06-01,NL,98.5,0.0,0.7
2014-06-01,NO,97.7,0.1,3.7
2014-06-01,PL,100.5,-0.1,-1.2
2014-06-01,PT,98.3,-0.3,0.3
2014-07-01,AT,98.7,0.0,1.1
2014-07-01,ES,101.4,0.0,0.4
2014-07-01,FI,99.6,0.0,1.1
2014-07-01,IE,99.7,0.0,0.8
2014-07-01,LT,97.5,-1.3,2.3
2014-07-01,NL,98.5,0.0,0.9
2014-07-01,NO,97.8,0.1,3.6
2014-07-01,PL,100.6,0.1,-0.9
2014-07-01,PT,98.7,0.4,0.4
2014-08-01,AT,98.8,0.1,1.2
2014-08-01,ES,101.3,-0.1,0.0
2014-08-01,FI,99.6,0.0,1.1
2014-08-01,IE,100.0,0.3,1.0
2014-08-01,LT,99.2,1.7,3.2
2014-08-01,NL,98.6,0.1,0.9
2014-08-01,NO,98.0,0.2,3.3
2014-08-01,PL,100.6,0.0,-0.8
2014-08-01,PT,98.9,0.2,0.8
2014-09-01,AT,98.9,0.1,1.3
2014-09-01,ES,101.5,0.2,0.2
2014-09-01,FI,99.6,0.0,1.2
2014-09-01,IE,100.0,0.0,1.0
2014-09-01,LT,98.6,-0.6,2.2
2014-09-01,NL,98.6,0.0,1.0
2014-09-01,NO,98.1,0.1,3.5
2014-09-01,PL,100.7,0.1,-0.6
2014-09-01,PT,98.8,-0.1,0.6
2014-10-01,AT,99.1,0.2,1.5
2014-10-01,ES,101.5,0.0,0.1
2014-10-01,FI,99.8,0.2,1.4
2014-10-01,IE,100.0,0.0,0.7
2014-10-01,LT,98.0,-0.6,2.6
2014-10-01,NL,99.1,0.5,1.5
2014-10-01,NO,98.2,0.1,3.4
2014-10-01,PL,100.7,0.0,-0.5
2014-10-01,PT,99.0,0.2,0.8
2014-11-01,AT,99.1,0.0,1.4
2014-11-01,ES,101.3,-0.2,-0.1
2014-11-01,FI,99.8,0.0,1.2
2014-11-01,IE,100.0,0.0,0.6
2014-11-01,LT,99.0,1.0,2.7
2014-11-01,NL,99.1,0.0,1.4
2014-11-01,NO,98.5,0.3,3.2
2014-11-01,PL,100.6,-0.1,-0.4
2014-11-01,PT,99.1,0.1,1.0
2014-12-01,AT,99.0,-0.1,1.3
2014-12-01,ES,101.0,-0.3,-0.3
2014-12-01,FI,99.7,-0.1,1.2
2014-12-01,IE,100.0,0.0,1.5
2014-12-01,LT,99.4,0.4,2.6
2014-12-01,NL,99.3,0.2,1.6
2014-12-01,NO,98.6,0.1,3.2
2014-12-01,PL,100.6,0.0,-0.3
2014-12-01,PT,99.3,0.2,1.2
2015-01-01,AT,99.3,0.3,1.6
2015-01-01,ES,101.0,0.0,-0.4
2015-01-01,FI,100.1,0.4,1.0
2015-01-01,IE,99.6,-0.4,1.1
2015-01-01,LT,98.4,-1.0,1.2
2015-01-01,NL,99.2,-0.1,0.6
2015-01-01,NO,98.9,0.3,3.3
2015-01-01,PL,100.6,0.0,-0.2
2015-01-01,PT,98.8,-0.5,0.3
2015-02-01,AT,99.4,0.1,1.7
2015-02-01,ES,100.2,-0.8,-1.1
2015-02-01,FI,100.1,0.0,1.0
2015-02-01,IE,99.5,-0.1,0.6
2015-02-01,LT,98.7,0.3,2.1
2015-02-01,NL,99.2,0.0,0.7
2015-02-01,NO,99.3,0.4,3.1
2015-02-01,PL,100.4,-0.2,-0.3
2015-02-01,PT,99.5,0.7,0.9
2015-03-01,AT,99.4,0.0,1.7
2015-03-01,ES,100.3,0.1,-1.0
2015-03-01,FI,100.2,0.1,0.8
2015-03-01,IE,99.8,0.3,1.0
2015-03-01,LT,98.2,-0.5,1.7
2015-03-01,NL,99.4,0.2,0.9
2015-03-01,NO,99.4,0.1,3.2
2015-03-01,PL,100.3,-0.1,-0.3
2015-03-01,PT,99.7,0.2,1.0
2015-04-01,AT,99.6,0.2,1.9
2015-04-01,ES,100.4,0.1,-1.0
2015-04-01,FI,100.0,-0.2,1.1
2015-04-01,IE,99.9,0.1,0.9
2015-04-01,LT,99.1,0.9,2.3
2015-04-01,NL,99.6,0.2,1.1
2015-04-01,NO,99.8,0.4,2.6
2015-04-01,PL,100.2,-0.1,-0.3
2015-04-01,PT,99.9,0.2,1.0
2015-05-01,AT,100.7,1.1,1.9
2015-05-01,ES,101.0,0.6,-0.5
2015-05-01,FI,99.8,-0.2,0.3
2015-05-01,IE,100.1,0.2,0.5
2015-05-01,LT,100.4,1.3,2.9
2015-05-01,NL,99.6,0.0,1.1
2015-05-01,NO,100.0,0.2,2.5
2015-05-01,PL,100.1,-0.1,-0.5
2015-05-01,PT,100.1,0.2,1.5
2015-06-01,AT,100.7,0.0,2.0
2015-06-01,ES,100.9,-0.1,-0.5
2015-06-01,FI,99.8,0.0,0.2
2015-06-01,IE,100.3,0.2,0.6
2015-06-01,LT,100.8,0.4,2.0
2015-06-01,NL,99.6,0.0,1.1
2015-06-01,NO,100.0,0.0,2.4
2015-06-01,PL,100.0,-0.1,-0.5
2015-06-01,PT,100.4,0.3,2.1
2015-07-01,AT,100.6,-0.1,1.9
2015-07-01,ES,100.9,0.0,-0.5
2015-07-01,FI,100.0,0.2,0.4
2015-07-01,IE,100.2,-0.1,0.5
2015-07-01,LT,100.6,-0.2,3.2
2015-07-01,NL,100.2,0.6,1.7
2015-07-01,NO,100.2,0.2,2.5
2015-07-01,PL,99.9,-0.1,-0.7
2015-07-01,PT,100.2,-0.2,1.5
2015-08-01,AT,100.4,-0.2,1.6
2015-08-01,ES,100.5,-0.4,-0.8
2015-08-01,FI,99.9,-0.1,0.3
2015-08-01,IE,100.2,0.0,0.2
2015-08-01,LT,101.2,0.6,2.0
2015-08-01,NL,100.3,0.1,1.7
2015-08-01,NO,100.3,0.1,2.3
2015-08-01,PL,99.9,0.0,-0.7
2015-08-01,PT,100.3,0.1,1.4
2015-09-01,AT,100.3,-0.1,1.4
2015-09-01,ES,100.3,-0.2,-1.2
2015-09-01,FI,99.9,0.0,0.3
2015-09-01,IE,100.1,-0.1,0.1
2015-09-01,LT,100.9,-0.3,2.3
2015-09-01,NL,100.3,0.0,1.7
2015-09-01,NO,100.3,0.0,2.2
2015-09-01,PL,99.8,-0.1,-0.9
2015-09-01,PT,100.3,0.0,1.5
2015-10-01,AT,99.9,-0.4,0.8
2015-10-01,ES,98.7,-1.6,-2.8
2015-10-01,FI,100.1,0.2,0.3
2015-10-01,IE,100.0,-0.1,0.0
2015-10-01,LT,100.2,-0.7,2.2
2015-10-01,NL,100.7,0.4,1.6
2015-10-01,NO,100.5,0.2,2.3
2015-10-01,PL,99.7,-0.1,-1.0
2015-10-01,PT,100.1,-0.2,1.1
2015-11-01,AT,99.9,0.0,0.8
2015-11-01,ES,98.0,-0.7,-3.3
2015-11-01,FI,100.1,0.0,0.3
2015-11-01,IE,100.2,0.2,0.2
2015-11-01,LT,100.2,0.0,1.2
2015-11-01,NL,100.8,0.1,1.7
2015-11-01,NO,100.7,0.2,2.2
2015-11-01,PL,99.6,-0.1,-1.0
2015-11-01,PT,100.3,0.2,1.2
2015-12-01,AT,99.9,0.0,0.9
2015-12-01,ES,97.8,-0.2,-3.2
2015-12-01,FI,100.0,-0.1,0.3
2015-12-01,IE,100.0,-0.2,0.0
2015-12-01,LT,101.3,1.1,1.9
2015-12-01,NL,101.1,0.3,1.8
2015-12-01,NO,100.7,0.0,2.1
2015-12-01,PL,99.5,-0.1,-1.1
2015-12-01,PT,100.3,0.0,1.0
2016-01-01,AT,99.4,-0.5,0.1
2016-01-01,ES,97.4,-0.4,-3.6
2016-01-01,FI,99.9,-0.1,-0.2
2016-01-01,IE,100.0,0.0,0.4
2016-01-01,LT,102.3,1.0,4.0
2016-01-01,NL,101.2,0.1,2.0
2016-01-01,NO,101.0,0.3,2.1
2016-01-01,PL,99.5,0.0,-1.1
2016-01-01,PT,100.4,0.1,1.6
2016-02-01,AT,99.2,-0.2,-0.2
2016-02-01,ES,97.3,-0.1,-2.9
2016-02-01,FI,100.1,0.2,0.0
2016-02-01,IE,99.8,-0.2,0.3
2016-02-01,LT,100.8,-1.5,2.1
2016-02-01,NL,101.2,0.0,2.0
2016-02-01,NO,101.2,0.2,1.9
2016-02-01,PL,99.5,0.0,-0.9
2016-02-01,PT,100.7,0.3,1.2
2016-03-01,AT,99.2,0.0,-0.2
2016-03-01,ES,97.4,0.1,-2.9
2016-03-01,FI,100.1,0.0,-0.1
2016-03-01,IE,99.9,0.1,0.1
2016-03-01,LT,100.2,-0.6,2.0
2016-03-01,NL,101.3,0.1,1.9
2016-03-01,NO,101.6,0.4,2.2
2016-03-01,PL,99.5,0.0,-0.8
2016-03-01,PT,100.6,-0.1,0.9
2016-04-01,AT,99.8,0.6,0.2
2016-04-01,ES,98.3,0.9,-2.1
2016-04-01,FI,100.3,0.2,0.3
2016-04-01,IE,100.2,0.3,0.3
2016-04-01,LT,100.9,0.7,1.8
2016-04-01,NL,100.9,-0.4,1.3
2016-04-01,NO,102.4,0.8,2.6
2016-04-01,PL,99.6,0.1,-0.6
2016-04-01,PT,101.3,0.7,1.4
2016-05-01,AT,101.1,1.3,0.4
2016-05-01,ES,99.3,1.0,-1.7
2016-05-01,FI,100.4,0.1,0.6
2016-05-01,IE,100.4,0.2,0.3
2016-05-01,LT,101.6,0.7,1.2
2016-05-01,NL,101.1,0.2,1.5
2016-05-01,NO,102.9,0.5,2.9
2016-05-01,PL,99.7,0.1,-0.4
2016-05-01,PT,101.4,0.1,1.3
2016-06-01,AT,101.1,0.0,0.4
2016-06-01,ES,99.6,0.3,-1.3
2016-06-01,FI,100.5,0.1,0.7
2016-06-01,IE,100.4,0.0,0.1
2016-06-01,LT,102.0,0.4,1.2
2016-06-01,NL,101.2,0.1,1.6
2016-06-01,NO,103.0,0.1,3.0
2016-06-01,PL,99.8,0.1,-0.2
2016-06-01,PT,101.5,0.1,1.1
2016-07-01,AT,101.1,0.0,0.5
2016-07-01,ES,99.7,0.1,-1.2
2016-07-01,FI,100.5,0.0,0.5
2016-07-01,IE,100.5,0.1,0.3
2016-07-01,LT,102.8,0.8,2.2
2016-07-01,NL,102.0,0.8,1.8
2016-07-01,NO,103.2,0.2,3.0
2016-07-01,PL,99.8,0.0,-0.1
2016-07-01,PT,101.3,-0.2,1.1
2016-08-01,AT,101.1,0.0,0.7
2016-08-01,ES,99.3,-0.4,-1.2
2016-08-01,FI,100.5,0.0,0.6
2016-08-01,IE,100.5,0.0,0.3
2016-08-01,LT,103.0,0.2,1.8
2016-08-01,NL,102.1,0.1,1.8
2016-08-01,NO,103.5,0.3,3.2
2016-08-01,PL,100.0,0.2,0.1
2016-08-01,PT,101.6,0.3,1.3
2016-09-01,AT,101.0,-0.1,0.7
2016-09-01,ES,99.2,-0.1,-1.1
2016-09-01,FI,100.6,0.1,0.7
2016-09-01,IE,100.6,0.1,0.5
2016-09-01,LT,103.0,0.0,2.1
2016-09-01,NL,102.0,-0.1,1.7
2016-09-01,NO,103.4,-0.1,3.1
2016-09-01,PL,99.9,-0.1,0.1
2016-09-01,PT,101.1,-0.5,0.8
2016-10-01,AT,101.1,0.1,1.2
2016-10-01,ES,98.6,-0.6,-0.1
2016-10-01,FI,101.2,0.6,1.1
2016-10-01,IE,100.7,0.1,0.7
2016-10-01,LT,103.3,0.3,3.1
2016-10-01,NL,102.1,0.1,1.4
2016-10-01,NO,103.7,0.3,3.2
2016-10-01,PL,100.0,0.1,0.3
2016-10-01,PT,101.5,0.4,1.4
2016-11-01,AT,101.5,0.4,1.6
2016-11-01,ES,99.3,0.7,1.3
2016-11-01,FI,101.1,-0.1,1.0
2016-11-01,IE,100.8,0.1,0.6
2016-11-01,LT,103.1,-0.2,2.9
2016-11-01,NL,102.3,0.2,1.5
2016-11-01,NO,104.0,0.3,3.3
2016-11-01,PL,100.1,0.1,0.5
2016-11-01,PT,101.5,0.0,1.2
2016-12-01,AT,102.0,0.5,2.1
2016-12-01,ES,99.6,0.3,1.8
2016-12-01,FI,100.9,-0.2,0.9
2016-12-01,IE,100.8,0.0,0.8
2016-12-01,LT,103.6,0.5,2.3
2016-12-01,NL,102.3,0.0,1.2
2016-12-01,NO,104.1,0.1,3.4
2016-12-01,PL,100.1,0.0,0.6
2016-12-01,PT,101.6,0.1,1.3
2017-01-01,AT,102.8,0.8,3.4
2017-01-01,ES,99.6,0.0,2.3
2017-01-01,FI,100.5,-0.4,0.6
2017-01-01,IE,100.9,0.1,0.9
2017-01-01,LT,105.2,1.5,2.8
2017-01-01,NL,102.9,0.6,1.7
2017-01-01,NO,104.3,0.2,3.3
2017-01-01,PL,100.2,0.1,0.7
2017-01-01,PT,102.2,0.6,1.8
2017-02-01,AT,103.0,0.2,3.8
2017-02-01,ES,99.9,0.3,2.7
2017-02-01,FI,100.4,-0.1,0.3
2017-02-01,IE,101.0,0.1,1.2
2017-02-01,LT,104.4,-0.8,3.6
2017-02-01,NL,103.0,0.1,1.8
2017-02-01,NO,104.6,0.3,3.4
2017-02-01,PL,100.1,-0.1,0.6
2017-02-01,PT,102.4,0.2,1.7
2017-03-01,AT,103.4,0.4,4.2
2017-03-01,ES,100.1,0.2,2.8
2017-03-01,FI,100.4,0.0,0.3
2017-03-01,IE,101.5,0.5,1.6
2017-03-01,LT,103.6,-0.8,3.4
2017-03-01,NL,103.2,0.2,1.9
2017-03-01,NO,104.6,0.0,3.0
2017-03-01,PL,100.1,0.0,0.6
2017-03-01,PT,102.6,0.2,2.0
2017-04-01,AT,103.9,0.5,4.1
2017-04-01,ES,101.0,0.9,2.7
2017-04-01,FI,100.4,0.0,0.1
2017-04-01,IE,101.6,0.1,1.4
2017-04-01,LT,105.4,1.7,4.5
2017-04-01,NL,103.5,0.3,2.6
2017-04-01,NO,104.8,0.2,2.3
2017-04-01,PL,100.1,0.0,0.5
2017-04-01,PT,102.8,0.2,1.5
2017-05-01,AT,104.2,0.3,3.1
2017-05-01,ES,101.0,0.0,1.7
2017-05-01,FI,100.6,0.2,0.2
2017-05-01,IE,101.8,0.2,1.4
2017-05-01,LT,105.6,0.2,3.9
2017-05-01,NL,103.4,-0.1,2.3
2017-05-01,NO,105.2,0.4,2.2
2017-05-01,PL,100.1,0.0,0.4
2017-05-01,PT,102.7,-0.1,1.3
2017-06-01,AT,103.9,-0.3,2.8
2017-06-01,ES,100.9,-0.1,1.3
2017-06-01,FI,100.6,0.0,0.1
2017-06-01,IE,101.8,0.0,1.4
2017-06-01,LT,106.4,0.8,4.3
2017-06-01,NL,103.5,0.1,2.3
2017-06-01,NO,105.2,0.0,2.1
2017-06-01,PL,100.2,0.1,0.4
2017-06-01,PT,102.8,0.1,1.3
2017-07-01,AT,103.9,0.0,2.8
2017-07-01,ES,100.9,0.0,1.2
2017-07-01,FI,100.8,0.2,0.3
2017-07-01,IE,102.0,0.2,1.5
2017-07-01,LT,108.0,1.5,5.1
2017-07-01,NL,103.6,0.1,1.6
2017-07-01,NO,105.3,0.1,2.0
2017-07-01,PL,100.4,0.2,0.6
2017-07-01,PT,103.3,0.5,2.0
